   201          ?        1:0      +  *0.9    0.1  
   202          ?        2:1      +   0     *1    
   203          ?        1:0      +  *0.7    0.3  
   204          ?        1:0      +  *0.5    0.5  
   205          ?        1:0      +  *1      0    
   206          ?        1:0      +  *1      0    
   207          ?        2:1      +   0     *1    
   208          ?        2:1      +   0.4   *0.6  
   209          ?        1:0      +  *1      0    
   210          ?        2:1      +   0.3   *0.7  
   211          ?        2:1      +   0     *1    
   212          ?        2:1      +   0.3   *0.7  
   213          ?        2:1      +   0     *1    
   214          ?        1:0      +  *1      0    
   215          ?        1:0      +  *1      0    
   216          ?        1:0      +  *1      0    
   217          ?        1:0      +  *1      0    
   218          ?        2:1      +   0.1   *0.9  
   219          ?        2:1      +   0.3   *0.7  
   220          ?        1:0      +  *1      0    
   221          ?        1:0      +  *1      0    
   222          ?        1:0      +  *1      0    
   223          ?        2:1      +   0.1   *0.9  
   224          ?        2:1      +   0.2   *0.8  
   225          ?        2:1      +   0.2   *0.8  
   226          ?        2:1      +   0.1   *0.9  
   227          ?        2:1      +   0.1   *0.9  
   228          ?        1:0      +  *1      0    
   229          ?        1:0      +  *1      0    
   230          ?        1:0      +  *0.5    0.5  
   231          ?        2:1      +   0     *1    
   232          ?        2:1      +   0.3   *0.7  
   233          ?        2:1      +   0     *1    
   234          ?        2:1      +   0.1   *0.9  
   235          ?        1:0      +  *1      0    
   236          ?        1:0      +  *1      0    
   237          ?        1:0      +  *1      0    
   238          ?        1:0      +  *1      0    
   239          ?        2:1      +   0.4   *0.6  
   240          ?        2:1      +   0     *1    
   241          ?        2:1      +   0     *1    
   242          ?        2:1      +   0     *1    
   243          ?        2:1      +   0     *1    
   244          ?        1:0      +  *1      0    
   245          ?        1:0      +  *1      0    
   246          ?        2:1      +   0.2   *0.8  
   247          ?        1:0      +  *1      0    
   248          ?        2:1      +   0.4   *0.6  
   249          ?        2:1      +   0.2   *0.8  
   250          ?        2:1      +   0.1   *0.9  
   251          ?        2:1      +   0.2   *0.8  
   252          ?        2:1      +   0.2   *0.8  
   253          ?        2:1      +   0     *1    
   254          ?        2:1      +   0.1   *0.9  
   255          ?        2:1      +   0     *1    
   256          ?        1:0      +  *1      0    
   257          ?        1:0      +  *1      0    
   258          ?        1:0      +  *1      0    
   259          ?        2:1      +   0.1   *0.9  
   260          ?        2:1      +   0.2   *0.8  
   261          ?        2:1      +   0     *1    
   262          ?        1:0      +  *1      0    
   263          ?        1:0      +  *1      0    
   264          ?        1:0      +  *1      0    
   265          ?        2:1      +   0     *1    
   266          ?        2:1      +   0.3   *0.7  
   267          ?        1:0      +  *1      0    
   268          ?        1:0      +  *1      0    
   269          ?        1:0      +  *1      0    
   270          ?        1:0      +  *1      0    
   271          ?        2:1      +   0.1   *0.9  
   272          ?        1:0      +  *1      0    
   273          ?        1:0      +  *1      0    
   274          ?        1:0      +  *1      0    
   275          ?        2:1      +   0.4   *0.6  
   276          ?        1:0      +  *1      0    
   277          ?        1:0      +  *1      0    
   278          ?        1:0      +  *1      0    
   279          ?        1:0      +  *1      0    
   280          ?        2:1      +   0.2   *0.8  
   281          ?        2:1      +   0     *1    
   282          ?        2:1      +   0.2   *0.8  
   283          ?        2:1      +   0.4   *0.6  
   284          ?        2:1      +   0.1   *0.9  
   285          ?        2:1      +   0.3   *0.7  
   286          ?        1:0      +  *0.5    0.5  
   287          ?        1:0      +  *1      0    
   288          ?        1:0      +  *1      0    
   289          ?        1:0      +  *1      0    
   290          ?        2:1      +   0     *1    
   291          ?        2:1      +   0.2   *0.8  
   292          ?        2:1      +   0.1   *0.9  
   293          ?        2:1      +   0.2   *0.8  
   294          ?        2:1      +   0.1   *0.9  
   295          ?        1:0      +  *1      0    
   296          ?        2:1      +   0     *1    
   297          ?        2:1      +   0     *1    
   298          ?        2:1      +   0     *1    
   299          ?        2:1      +   0     *1    
   300          ?        2:1      +   0.1   *0.9  
   301          ?        1:0      +  *0.8    0.2  
   302          ?        1:0      +  *0.6    0.4  
   303          ?        2:1      +   0.1   *0.9  
   304          ?        2:1      +   0     *1    
   305          ?        2:1      +   0.4   *0.6  
   306          ?        2:1      +   0.1   *0.9  
   307          ?        2:1      +   0.1   *0.9  
   308          ?        1:0      +  *1      0    
   309          ?        2:1      +   0     *1    
   310          ?        1:0      +  *1      0    
   311          ?        2:1      +   0.1   *0.9  
   312          ?        1:0      +  *1      0    
   313          ?        1:0      +  *1      0    
   314          ?        2:1      +   0     *1    
   315          ?        1:0      +  *1      0    
   316          ?        1:0      +  *1      0    
   317          ?        2:1      +   0     *1    
   318          ?        1:0      +  *1      0    
   319          ?        2:1      +   0.1   *0.9  
   320          ?        1:0      +  *1      0    
   321          ?        2:1      +   0.2   *0.8  
   322          ?        2:1      +   0.3   *0.7  
   323          ?        1:0      +  *1      0    
   324          ?        2:1      +   0.2   *0.8  
   325          ?        2:1      +   0     *1    
   326          ?        2:1      +   0.4   *0.6  
   327          ?        1:0      +  *0.5    0.5  
   328          ?        1:0      +  *1      0    
   329          ?        2:1      +   0.3   *0.7  
   330          ?        1:0      +  *1      0    
   331          ?        2:1      +   0.2   *0.8  
   332          ?        2:1      +   0.2   *0.8  
   333          ?        2:1      +   0     *1    
   334          ?        1:0      +  *1      0    
   335          ?        2:1      +   0     *1    
   336          ?        1:0      +  *1      0    
   337          ?        2:1      +   0.4   *0.6  
   338          ?        2:1      +   0.1   *0.9  
   339          ?        1:0      +  *1      0    
   340          ?        2:1      +   0     *1    
   341          ?        1:0      +  *1      0    
   342          ?        2:1      +   0.2   *0.8  
   343          ?        1:0      +  *1      0    
   344          ?        2:1      +   0     *1    
   345          ?        1:0      +  *1      0    
   346          ?        2:1      +   0     *1    
   347          ?        2:1      +   0.4   *0.6  
   348          ?        2:1      +   0.1   *0.9  
   349          ?        2:1      +   0.2   *0.8  
   350          ?        1:0      +  *1      0    
   351          ?        2:1      +   0.1   *0.9  
   352          ?        1:0      +  *1      0    
   353          ?        1:0      +  *1      0    
   354          ?        2:1      +   0.1   *0.9  
   355          ?        2:1      +   0.3   *0.7  
   356          ?        2:1      +   0     *1    
   357          ?        1:0      +  *1      0    
   358          ?        1:0      +  *1      0    
   359          ?        2:1      +   0.1   *0.9  
   360          ?        2:1      +   0     *1    
   361          ?        1:0      +  *1      0    
   362          ?        2:1      +   0.1   *0.9  
   363          ?        2:1      +   0.1   *0.9  
   364          ?        2:1      +   0.1   *0.9  
   365          ?        2:1      +   0.2   *0.8  
   366          ?        2:1      +   0     *1    
   367          ?        1:0      +  *1      0    
   368          ?        2:1      +   0.1   *0.9  
   369          ?        1:0      +  *1      0    
   370          ?        1:0      +  *1      0    
   371          ?        2:1      +   0     *1    
   372          ?        2:1      +   0.2   *0.8  
   373          ?        2:1      +   0     *1    
   374          ?        2:1      +   0.4   *0.6  
   375          ?        2:1      +   0.2   *0.8  
   376          ?        1:0      +  *1      0    
   377          ?        2:1      +   0     *1    
   378          ?        2:1      +   0.2   *0.8  
   379          ?        2:1      +   0     *1    
   380          ?        1:0      +  *1      0    
   381          ?        2:1      +   0.1   *0.9  
   382          ?        1:0      +  *1      0    
   383          ?        2:1      +   0     *1    
   384          ?        1:0      +  *1      0    
   385          ?        1:0      +  *1      0    
   386          ?        2:1      +   0     *1    
   387          ?        1:0      +  *1      0    
   388          ?        2:1      +   0.4   *0.6  
   389          ?        1:0      +  *0.6    0.4  
   390          ?        1:0      +  *1      0    
   391          ?        2:1      +   0.1   *0.9  
   392          ?        1:0      +  *1      0    
   393          ?        2:1      +   0     *1    
   394          ?        1:0      +  *1      0    
   395          ?        1:0      +  *1      0    
   396          ?        2:1      +   0.1   *0.9  
   397          ?        1:0      +  *1      0    
   398          ?        2:1      +   0     *1    
   399          ?        1:0      +  *1      0    
   400          ?        1:0      +  *1      0    
   401          ?        1:0      +  *1      0    
   402          ?        1:0      +  *1      0    
   403          ?        2:1      +   0.1   *0.9  
   404          ?        2:1      +   0.4   *0.6  
   405          ?        1:0      +  *1      0    
   406          ?        1:0      +  *1      0    
   407          ?        2:1      +   0.2   *0.8  
   408          ?        2:1      +   0     *1    
   409          ?        2:1      +   0.3   *0.7  
   410          ?        1:0      +  *1      0    
   411          ?        2:1      +   0.2   *0.8  
   412          ?        2:1      +   0.1   *0.9  
   413          ?        2:1      +   0.3   *0.7  
   414          ?        2:1      +   0     *1    
   415          ?        1:0      +  *1      0    
   416          ?        1:0      +  *1      0    
   417          ?        2:1      +   0     *1    
   418          ?        1:0      +  *1      0    
   419          ?        2:1      +   0     *1    
   420          ?        2:1      +   0     *1    
   421          ?        2:1      +   0.4   *0.6  
   422          ?        1:0      +  *1      0    
   423          ?        1:0      +  *1      0    
   424          ?        2:1      +   0     *1    
   425          ?        1:0      +  *1      0    
   426          ?        2:1      +   0.1   *0.9  
   427          ?        2:1      +   0     *1    
   428          ?        2:1      +   0.1   *0.9  
   429          ?        2:1      +   0.4   *0.6  
   430          ?        2:1      +   0.1   *0.9  
   431          ?        1:0      +  *1      0    
   432          ?        2:1      +   0     *1    
   433          ?        1:0      +  *1      0    
   434          ?        1:0      +  *1      0    
   435          ?        1:0      +  *0.9    0.1  
   436          ?        1:0      +  *1      0    
   437          ?        2:1      +   0     *1    
   438          ?        2:1      +   0.2   *0.8  
   439          ?        2:1      +   0     *1    
   440          ?        1:0      +  *1      0    
   441          ?        2:1      +   0     *1    
   442          ?        2:1      +   0     *1    
   443          ?        2:1      +   0     *1    
   444          ?        1:0      +  *1      0    
   445          ?        2:1      +   0.1   *0.9  
   446          ?        2:1      +   0     *1    
   447          ?        1:0      +  *1      0    
   448          ?        2:1      +   0.3   *0.7  
   449          ?        1:0      +  *1      0    
   450          ?        2:1      +   0.3   *0.7  
   451          ?        1:0      +  *1      0    
   452          ?        2:1      +   0     *1    
   453          ?        2:1      +   0     *1    
   454          ?        1:0      +  *1      0    
   455          ?        1:0      +  *1      0    
   456          ?        2:1      +   0.4   *0.6  
   457          ?        1:0      +  *1      0    
   458          ?        1:0      +  *1      0    
   459          ?        2:1      +   0.3   *0.7  
   460          ?        1:0      +  *1      0    
   461          ?        1:0      +  *1      0    
   462          ?        1:0      +  *1      0    
   463          ?        1:0      +  *1      0    
   464          ?        2:1      +   0.2   *0.8  
   465          ?        2:1      +   0.3   *0.7  
   466          ?        2:1      +   0.2   *0.8  
   467          ?        2:1      +   0.4   *0.6  
   468          ?        2:1      +   0.3   *0.7  
   469          ?        1:0      +  *0.5    0.5  
   470          ?        2:1      +   0.1   *0.9  
   471          ?        1:0      +  *1      0    
   472          ?        2:1      +   0     *1    
   473          ?        1:0      +  *0.6    0.4  
   474          ?        1:0      +  *0.7    0.3  
   475          ?        2:1      +   0     *1    
   476          ?        1:0      +  *1      0    
   477          ?        2:1      +   0     *1    
   478          ?        2:1      +   0.4   *0.6  
   479          ?        1:0      +  *1      0    
   480          ?        2:1      +   0     *1    
   481          ?        1:0      +  *1      0    
   482          ?        2:1      +   0.2   *0.8  
   483          ?        2:1      +   0     *1    
   484          ?        1:0      +  *1      0    
   485          ?        1:0      +  *1      0    
   486          ?        2:1      +   0     *1    
   487          ?        2:1      +   0.4   *0.6  
   488          ?        2:1      +   0     *1    
   489          ?        2:1      +   0.2   *0.8  
   490          ?        2:1      +   0.1   *0.9  
   491          ?        2:1      +   0.1   *0.9  
   492          ?        1:0      +  *1      0    
   493          ?        2:1      +   0     *1    
   494          ?        2:1      +   0.1   *0.9  
   495          ?        1:0      +  *1      0    
   496          ?        2:1      +   0     *1    
   497          ?        1:0      +  *1      0    
   498          ?        1:0      +  *1      0    
   499          ?        1:0      +  *1      0    
   500          ?        1:0      +  *0.6    0.4  
   501          ?        1:0      +  *0.5    0.5  
   502          ?        1:0      +  *1      0    
   503          ?        1:0      +  *1      0    
   504          ?        2:1      +   0     *1    
   505          ?        2:1      +   0.1   *0.9  
   506          ?        2:1      +   0     *1    
   507          ?        1:0      +  *1      0    
   508          ?        2:1      +   0.2   *0.8  
   509          ?        2:1      +   0     *1    
   510          ?        2:1      +   0.1   *0.9  
   511          ?        2:1      +   0.4   *0.6  
   512          ?        2:1      +   0.1   *0.9  
   513          ?        2:1      +   0     *1    
   514          ?        1:0      +  *1      0    
   515          ?        1:0      +  *1      0    
   516          ?        1:0      +  *1      0    
   517          ?        1:0      +  *1      0    
   518          ?        2:1      +   0.2   *0.8  
   519          ?        1:0      +  *1      0    
   520          ?        2:1      +   0     *1    
   521          ?        2:1      +   0     *1    
   522          ?        2:1      +   0     *1    
   523          ?        1:0      +  *1      0    
   524          ?        1:0      +  *0.5    0.5  
   525          ?        2:1      +   0.1   *0.9  
   526          ?        1:0      +  *1      0    
   527          ?        1:0      +  *1      0    
   528          ?        1:0      +  *1      0    
   529          ?        2:1      +   0.1   *0.9  
   530          ?        2:1      +   0.2   *0.8  
   531          ?        2:1      +   0     *1    
   532          ?        2:1      +   0     *1    
   533          ?        1:0      +  *1      0    
   534          ?        2:1      +   0.3   *0.7  
   535          ?        2:1      +   0.4   *0.6  
   536          ?        2:1      +   0     *1    
   537          ?        1:0      +  *1      0    
   538          ?        1:0      +  *1      0    
   539          ?        2:1      +   0     *1    
   540          ?        2:1      +   0.1   *0.9  
   541          ?        1:0      +  *1      0    
   542          ?        2:1      +   0     *1    
   543          ?        1:0      +  *1      0    
   544          ?        2:1      +   0.3   *0.7  
   545          ?        2:1      +   0.1   *0.9  
   546          ?        1:0      +  *0.5    0.5  
   547          ?        2:1      +   0     *1    
   548          ?        2:1      +   0     *1    
   549          ?        2:1      +   0.2   *0.8  
   550          ?        2:1      +   0.2   *0.8  
   551          ?        2:1      +   0     *1    
   552          ?        1:0      +  *1      0    
   553          ?        1:0      +  *1      0    
   554          ?        2:1      +   0     *1    
   555          ?        1:0      +  *0.5    0.5  
   556          ?        2:1      +   0.4   *0.6  
   557          ?        1:0      +  *0.5    0.5  
   558          ?        1:0      +  *1      0    
   559          ?        1:0      +  *1      0    
   560          ?        2:1      +   0.2   *0.8  
   561          ?        1:0      +  *1      0    
   562          ?        2:1      +   0     *1    
   563          ?        2:1      +   0     *1    
   564          ?        2:1      +   0.1   *0.9  
   565          ?        2:1      +   0     *1    
   566          ?        1:0      +  *1      0    
   567          ?        2:1      +   0.2   *0.8  
   568          ?        2:1      +   0.1   *0.9  
   569          ?        2:1      +   0     *1    
   570          ?        2:1      +   0     *1    
   571          ?        2:1      +   0.1   *0.9  
   572          ?        1:0      +  *1      0    
   573          ?        1:0      +  *1      0    
   574          ?        1:0      +  *1      0    
   575          ?        1:0      +  *1      0    
   576          ?        2:1      +   0.2   *0.8  
   577          ?        2:1      +   0.2   *0.8  
   578          ?        1:0      +  *0.9    0.1  
   579          ?        2:1      +   0.4   *0.6  
   580          ?        1:0      +  *1      0    
   581          ?        2:1      +   0.1   *0.9  
   582          ?        2:1      +   0     *1    
   583          ?        1:0      +  *1      0    
   584          ?        1:0      +  *1      0    
   585          ?        1:0      +  *1      0    
   586          ?        2:1      +   0     *1    
   587          ?        2:1      +   0.2   *0.8  
   588          ?        1:0      +  *1      0    
   589          ?        2:1      +   0.1   *0.9  
   590          ?        2:1      +   0.2   *0.8  
   591          ?        1:0      +  *0.5    0.5  
   592          ?        2:1      +   0     *1    
   593          ?        2:1      +   0.2   *0.8  
   594          ?        2:1      +   0.1   *0.9  
   595          ?        1:0      +  *1      0    
   596          ?        1:0      +  *1      0    
   597          ?        1:0      +  *0.7    0.3  
   598          ?        2:1      +   0.2   *0.8  
   599          ?        1:0      +  *1      0    
   600          ?        1:0      +  *1      0    
   601          ?        1:0      +  *1      0    
   602          ?        1:0      +  *1      0    
   603          ?        1:0      +  *1      0    
   604          ?        2:1      +   0.4   *0.6  
   605          ?        2:1      +   0     *1    
   606          ?        2:1      +   0.2   *0.8  
   607          ?        2:1      +   0     *1    
   608          ?        1:0      +  *1      0    
   609          ?        2:1      +   0.2   *0.8  
   610          ?        2:1      +   0.4   *0.6  
   611          ?        2:1      +   0.3   *0.7  
   612          ?        2:1      +   0.4   *0.6  
   613          ?        2:1      +   0     *1    
   614          ?        1:0      +  *1      0    
   615          ?        2:1      +   0     *1    
   616          ?        2:1      +   0     *1    
   617          ?        1:0      +  *1      0    
   618          ?        1:0      +  *1      0    
   619          ?        1:0      +  *1      0    
   620          ?        1:0      +  *1      0    
   621          ?        1:0      +  *1      0    
   622          ?        2:1      +   0     *1    
   623          ?        1:0      +  *1      0    
   624          ?        1:0      +  *1      0    
   625          ?        2:1      +   0.2   *0.8  
   626          ?        2:1      +   0.2   *0.8  
   627          ?        2:1      +   0.4   *0.6  
   628          ?        1:0      +  *1      0    
   629          ?        1:0      +  *1      0    
   630          ?        1:0      +  *1      0    
   631          ?        1:0      +  *1      0    
   632          ?        2:1      +   0.1   *0.9  
   633          ?        1:0      +  *1      0    
   634          ?        2:1      +   0     *1    
   635          ?        2:1      +   0.3   *0.7  
   636          ?        1:0      +  *0.6    0.4  
   637          ?        2:1      +   0     *1    
   638          ?        1:0      +  *1      0    
   639          ?        2:1      +   0     *1    
   640          ?        2:1      +   0     *1    
   641          ?        1:0      +  *1      0    
   642          ?        1:0      +  *0.6    0.4  
   643          ?        1:0      +  *1      0    
   644          ?        2:1      +   0     *1    
   645          ?        2:1      +   0     *1    
   646          ?        1:0      +  *1      0    
   647          ?        2:1      +   0.1   *0.9  
   648          ?        2:1      +   0     *1    
   649          ?        2:1      +   0.3   *0.7  
   650          ?        1:0      +  *1      0    
   651          ?        1:0      +  *0.7    0.3  
   652          ?        2:1      +   0.1   *0.9  
   653          ?        1:0      +  *1      0    
   654          ?        2:1      +   0     *1    
   655          ?        2:1      +   0     *1    
   656          ?        1:0      +  *1      0    
   657          ?        1:0      +  *1      0    
   658          ?        2:1      +   0.3   *0.7  
   659          ?        2:1      +   0     *1    
   660          ?        1:0      +  *0.8    0.2  
   661          ?        2:1      +   0.3   *0.7  
   662          ?        1:0      +  *1      0    
   663          ?        2:1      +   0     *1    
   664          ?        1:0      +  *1      0    
   665          ?        1:0      +  *1      0    
   666          ?        2:1      +   0.2   *0.8  
   667          ?        2:1      +   0     *1    
   668          ?        1:0      +  *1      0    
   669          ?        1:0      +  *0.5    0.5  
   670          ?        1:0      +  *1      0    
   671          ?        1:0      +  *1      0    
   672          ?        1:0      +  *1      0    
   673          ?        2:1      +   0.3   *0.7  
   674          ?        1:0      +  *1      0    
   675          ?        2:1      +   0.1   *0.9  
   676          ?        1:0      +  *1      0    
   677          ?        2:1      +   0     *1    
   678          ?        1:0      +  *1      0    
   679          ?        1:0      +  *1      0    
   680          ?        1:0      +  *1      0    
   681          ?        2:1      +   0.1   *0.9  
   682          ?        2:1      +   0.1   *0.9  
   683          ?        2:1      +   0.1   *0.9  
   684          ?        2:1      +   0.4   *0.6  
   685          ?        1:0      +  *1      0    
   686          ?        1:0      +  *1      0    
   687          ?        1:0      +  *0.9    0.1  
   688          ?        2:1      +   0     *1    
   689          ?        2:1      +   0.1   *0.9  
   690          ?        2:1      +   0     *1    
   691          ?        2:1      +   0.1   *0.9  
   692          ?        1:0      +  *1      0    
   693          ?        2:1      +   0.1   *0.9  
   694          ?        2:1      +   0.2   *0.8  
   695          ?        2:1      +   0.1   *0.9  
   696          ?        2:1      +   0.2   *0.8  
   697          ?        2:1      +   0     *1    
   698          ?        2:1      +   0.1   *0.9  
   699          ?        2:1      +   0.2   *0.8  
   700          ?        2:1      +   0     *1    
   701          ?        1:0      +  *1      0    
   702          ?        2:1      +   0.1   *0.9  
   703          ?        1:0      +  *1      0    
   704          ?        1:0      +  *1      0    
   705          ?        2:1      +   0.2   *0.8  
   706          ?        1:0      +  *0.9    0.1  
   707          ?        2:1      +   0     *1    
   708          ?        2:1      +   0.4   *0.6  
   709          ?        1:0      +  *1      0    
   710          ?        2:1      +   0.1   *0.9  
   711          ?        1:0      +  *0.6    0.4  
   712          ?        2:1      +   0     *1    
   713          ?        1:0      +  *1      0    
   714          ?        1:0      +  *1      0    
   715          ?        1:0      +  *1      0    
